social_support_c,loneliness_c.trend,SE,df,asymp.LCL,asymp.UCL
-1.121213943798959,0.3352147598022382,0.004772513889898002,Inf,0.32586080446232096,0.3445687151421554
0,0.31796603153430497,0.004229546705819208,Inf,0.3096762723199693,0.32625579074864064
1.121213943798959,0.30071730326637175,0.005499119064694795,Inf,0.28993922795287236,0.31149537857987114
